Designator,Pin,PinName,Net,Category,Description
R17,1,,BMS_OUT-,电阻,电阻类型:厚膜电阻;阻值:100Ω;精度:±1%;功率:125mW;工作电压:150V;温度系数:±100ppm/℃;
R17,2,,$3N159,电阻,电阻类型:厚膜电阻;阻值:100Ω;精度:±1%;功率:125mW;工作电压:150V;温度系数:±100ppm/℃;
R18,1,,GND,电阻,电阻类型:合金电阻;阻值:0.5mΩ;精度:±1%;功率:6W;温度系数:±115ppm/℃;
R18,2,,BMS_OUT-,电阻,电阻类型:合金电阻;阻值:0.5mΩ;精度:±1%;功率:6W;温度系数:±115ppm/℃;
R19,1,,CELL_5+,电阻,电阻类型:厚膜电阻;阻值:62Ω;精度:±1%;功率:1W;工作电压:200V;温度系数:±100ppm/℃;
R19,2,,$3N35,电阻,电阻类型:厚膜电阻;阻值:62Ω;精度:±1%;功率:1W;工作电压:200V;温度系数:±100ppm/℃;
C11,1,,GND,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
C11,2,,BAT+,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
C12,1,,BAT+,电容,容值:47uF;精度:±20%;额定电压:63V;纹波电流:63mA@120Hz;
C12,2,,GND,电容,容值:47uF;精度:±20%;额定电压:63V;纹波电流:63mA@120Hz;
D6,1,,BAT+,二极管,极性:单向;反向截止电压(Vrwm):33V;钳位电压:53.3V;峰值脉冲电流(Ipp):11.3A@10/1000us;峰值脉冲功率(Ppp):600W@10/1000us;击穿电压:40.6V;
D6,2,,GND,二极管,极性:单向;反向截止电压(Vrwm):33V;钳位电压:53.3V;峰值脉冲电流(Ipp):11.3A@10/1000us;峰值脉冲功率(Ppp):600W@10/1000us;击穿电压:40.6V;
C13,1,,BMS_OUT-,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
C13,2,,BMS_OUT+,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
D9,1,,BMS_OUT+,二极管,二极管配置:1个独立式;正向压降(Vf):1.28V@4A;直流反向耐压(Vr):600V;整流电流:4A;反向恢复时间(Trr):50ns;
D9,2,,BMS_OUT-,二极管,二极管配置:1个独立式;正向压降(Vf):1.28V@4A;直流反向耐压(Vr):600V;整流电流:4A;反向恢复时间(Trr):50ns;
R20,1,,$3N163,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:125mW;工作电压:150V;温度系数:±100ppm/℃;
R20,2,,BMS_OUT+,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:125mW;工作电压:150V;温度系数:±100ppm/℃;
R21,1,,$3N164,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:125mW;工作电压:150V;温度系数:±100ppm/℃;
R21,2,,BMS_OUT+,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±1%;功率:125mW;工作电压:150V;温度系数:±100ppm/℃;
R22,1,,$3N182,电阻,功率:200mW;阻值:10kΩ;电阻精度:±1%;B值精度:±1%;B值(25℃/50℃):3950K;最大稳态电流(25℃):440uA;
R22,2,,GND,电阻,功率:200mW;阻值:10kΩ;电阻精度:±1%;B值精度:±1%;B值(25℃/50℃):3950K;最大稳态电流(25℃):440uA;
R23,1,,$3N188,电阻,功率:200mW;阻值:10kΩ;电阻精度:±1%;B值精度:±1%;B值(25℃/50℃):3950K;最大稳态电流(25℃):440uA;
R23,2,,GND,电阻,功率:200mW;阻值:10kΩ;电阻精度:±1%;B值精度:±1%;B值(25℃/50℃):3950K;最大稳态电流(25℃):440uA;
C16,1,,$3N188,电容,容值:2.2nF;精度:±5%;额定电压:50V;温度系数:C0G;
C16,2,,GND,电容,容值:2.2nF;精度:±5%;额定电压:50V;温度系数:C0G;
C14,1,,$3N182,电容,容值:2.2nF;精度:±5%;额定电压:50V;温度系数:C0G;
C14,2,,GND,电容,容值:2.2nF;精度:±5%;额定电压:50V;温度系数:C0G;
C15,1,,GND,电容,容值:2.2nF;精度:±5%;额定电压:50V;温度系数:C0G;
C15,2,,$3N193,电容,容值:2.2nF;精度:±5%;额定电压:50V;温度系数:C0G;
C17,1,,$3N189,电容,容值:2.2nF;精度:±5%;额定电压:50V;温度系数:C0G;
C17,2,,GND,电容,容值:2.2nF;精度:±5%;额定电压:50V;温度系数:C0G;
U3,1,,$3N14,IC/模块,灯头类型:5mm圆形灯头;发光颜色:翠绿色;正向压降(Vf):3V;功率:70mW;正向电流:20mA;波长:520nm~530nm;二极管配置:-;透镜颜色:绿色透镜;色温:-;发光强度:12cd;发光角度:25°;载带方式:-;工作温度:-25℃~+85℃;
U3,2,,$3N207,IC/模块,灯头类型:5mm圆形灯头;发光颜色:翠绿色;正向压降(Vf):3V;功率:70mW;正向电流:20mA;波长:520nm~530nm;二极管配置:-;透镜颜色:绿色透镜;色温:-;发光强度:12cd;发光角度:25°;载带方式:-;工作温度:-25℃~+85℃;
U5,1,,$3N35,IC/模块,灯头类型:5mm圆形灯头;发光颜色:翠绿色;正向压降(Vf):3V;功率:70mW;正向电流:20mA;波长:520nm~530nm;二极管配置:-;透镜颜色:绿色透镜;色温:-;发光强度:12cd;发光角度:25°;载带方式:-;工作温度:-25℃~+85℃;
U5,2,,$3N208,IC/模块,灯头类型:5mm圆形灯头;发光颜色:翠绿色;正向压降(Vf):3V;功率:70mW;正向电流:20mA;波长:520nm~530nm;二极管配置:-;透镜颜色:绿色透镜;色温:-;发光强度:12cd;发光角度:25°;载带方式:-;工作温度:-25℃~+85℃;
U6,1,,$3N55,IC/模块,灯头类型:5mm圆形灯头;发光颜色:翠绿色;正向压降(Vf):3V;功率:70mW;正向电流:20mA;波长:520nm~530nm;二极管配置:-;透镜颜色:绿色透镜;色温:-;发光强度:12cd;发光角度:25°;载带方式:-;工作温度:-25℃~+85℃;
U6,2,,$3N209,IC/模块,灯头类型:5mm圆形灯头;发光颜色:翠绿色;正向压降(Vf):3V;功率:70mW;正向电流:20mA;波长:520nm~530nm;二极管配置:-;透镜颜色:绿色透镜;色温:-;发光强度:12cd;发光角度:25°;载带方式:-;工作温度:-25℃~+85℃;
U7,1,,$3N73,IC/模块,灯头类型:5mm圆形灯头;发光颜色:翠绿色;正向压降(Vf):3V;功率:70mW;正向电流:20mA;波长:520nm~530nm;二极管配置:-;透镜颜色:绿色透镜;色温:-;发光强度:12cd;发光角度:25°;载带方式:-;工作温度:-25℃~+85℃;
U7,2,,$3N210,IC/模块,灯头类型:5mm圆形灯头;发光颜色:翠绿色;正向压降(Vf):3V;功率:70mW;正向电流:20mA;波长:520nm~530nm;二极管配置:-;透镜颜色:绿色透镜;色温:-;发光强度:12cd;发光角度:25°;载带方式:-;工作温度:-25℃~+85℃;
U10,1,,$3N97,IC/模块,灯头类型:5mm圆形灯头;发光颜色:翠绿色;正向压降(Vf):3V;功率:70mW;正向电流:20mA;波长:520nm~530nm;二极管配置:-;透镜颜色:绿色透镜;色温:-;发光强度:12cd;发光角度:25°;载带方式:-;工作温度:-25℃~+85℃;
U10,2,,$3N98,IC/模块,灯头类型:5mm圆形灯头;发光颜色:翠绿色;正向压降(Vf):3V;功率:70mW;正向电流:20mA;波长:520nm~530nm;二极管配置:-;透镜颜色:绿色透镜;色温:-;发光强度:12cd;发光角度:25°;载带方式:-;工作温度:-25℃~+85℃;
U8,1,,$3N103,IC/模块,灯头类型:5mm圆形灯头;发光颜色:翠绿色;正向压降(Vf):3V;功率:70mW;正向电流:20mA;波长:520nm~530nm;二极管配置:-;透镜颜色:绿色透镜;色温:-;发光强度:12cd;发光角度:25°;载带方式:-;工作温度:-25℃~+85℃;
U8,2,,$3N211,IC/模块,灯头类型:5mm圆形灯头;发光颜色:翠绿色;正向压降(Vf):3V;功率:70mW;正向电流:20mA;波长:520nm~530nm;二极管配置:-;透镜颜色:绿色透镜;色温:-;发光强度:12cd;发光角度:25°;载带方式:-;工作温度:-25℃~+85℃;
CN1,1,,GND,连接器,
CN1,2,,BAT+,连接器,
CN1,3,,,连接器,
CN1,4,,,连接器,
D10,1,,$3N236,二极管,二极管配置:独立式;稳压值(标称值):16V;稳压值(范围):15.2V~16.8V;耗散功率(Pd):350mW;
D10,2,,BAT+,二极管,二极管配置:独立式;稳压值(标称值):16V;稳压值(范围):15.2V~16.8V;耗散功率(Pd):350mW;
D12,1,,$3N255,二极管,二极管配置:独立式;稳压值(标称值):16V;稳压值(范围):15.2V~16.8V;耗散功率(Pd):350mW;
D12,2,,BMS_OUT+,二极管,二极管配置:独立式;稳压值(标称值):16V;稳压值(范围):15.2V~16.8V;耗散功率(Pd):350mW;
R34,1,,$3N236,电阻,电阻类型:厚膜电阻;阻值:100Ω;精度:±1%;功率:100mW;最大工作电压:75V;温度系数:±100ppm/℃;
R34,2,,CHG,电阻,电阻类型:厚膜电阻;阻值:100Ω;精度:±1%;功率:100mW;最大工作电压:75V;温度系数:±100ppm/℃;
R32,1,,$3N302,电阻,电阻类型:厚膜电阻;阻值:1kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R32,2,,$3N266,电阻,电阻类型:厚膜电阻;阻值:1kΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R33,1,,$3N266,电阻,电阻类型:厚膜电阻;阻值:68kΩ;精度:±1%;功率:125mW;最大工作电压:150V;温度系数:±100ppm/℃;
R33,2,,$3N299,电阻,电阻类型:厚膜电阻;阻值:68kΩ;精度:±1%;功率:125mW;最大工作电压:150V;温度系数:±100ppm/℃;
D17,1,,$3N266,二极管,二极管配置:独立式;正向压降(Vf):450mV@10mA;直流反向耐压(Vr):100V;整流电流:150mA;
D17,2,,$3N299,二极管,二极管配置:独立式;正向压降(Vf):450mV@10mA;直流反向耐压(Vr):100V;整流电流:150mA;
R35,1,,$3N315,电阻,电阻类型:厚膜电阻;阻值:470Ω;精度:±1%;功率:125mW;工作电压:150V;温度系数:±100ppm/℃;
R35,2,,$3N255,电阻,电阻类型:厚膜电阻;阻值:470Ω;精度:±1%;功率:125mW;工作电压:150V;温度系数:±100ppm/℃;
D18,1,,$3N272,二极管,二极管配置:独立式;稳压值(标称值):16V;稳压值(范围):15.2V~16.8V;耗散功率(Pd):350mW;
D18,2,,BMS_OUT+,二极管,二极管配置:独立式;稳压值(标称值):16V;稳压值(范围):15.2V~16.8V;耗散功率(Pd):350mW;
D19,1,,$3N273,二极管,二极管配置:独立式;正向压降(Vf):450mV@10mA;直流反向耐压(Vr):100V;整流电流:150mA;
D19,2,,$3N272,二极管,二极管配置:独立式;正向压降(Vf):450mV@10mA;直流反向耐压(Vr):100V;整流电流:150mA;
R37,1,,$3N273,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±5%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R37,2,,BMS_OUT-,电阻,电阻类型:厚膜电阻;阻值:10kΩ;精度:±5%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R38,1,,$3N285,电阻,电阻类型:厚膜电阻;阻值:1MΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R38,2,,$3N239,电阻,电阻类型:厚膜电阻;阻值:1MΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R39,1,,PDSG,电阻,电阻类型:厚膜电阻;阻值:68kΩ;精度:±1%;功率:125mW;最大工作电压:150V;温度系数:±100ppm/℃;
R39,2,,$3N285,电阻,电阻类型:厚膜电阻;阻值:68kΩ;精度:±1%;功率:125mW;最大工作电压:150V;温度系数:±100ppm/℃;
D21,1,,GND,二极管,二极管配置:独立式;正向压降(Vf):550mV@3A;直流反向耐压(Vr):40V;整流电流:3A;
D21,2,,PDSG,二极管,二极管配置:独立式;正向压降(Vf):550mV@3A;直流反向耐压(Vr):40V;整流电流:3A;
D22,1,,$3N239,二极管,二极管配置:独立式;稳压值(标称值):16V;稳压值(范围):15.2V~16.8V;耗散功率(Pd):350mW;
D22,2,,$3N285,二极管,二极管配置:独立式;稳压值(标称值):16V;稳压值(范围):15.2V~16.8V;耗散功率(Pd):350mW;
D13,1,,$3N299,二极管,二极管配置:独立式;正向压降(Vf):550mV@5A;直流反向耐压(Vr):40V;整流电流:5A;
D13,2,,$3N255,二极管,二极管配置:独立式;正向压降(Vf):550mV@5A;直流反向耐压(Vr):40V;整流电流:5A;
D14,1,,GND,二极管,二极管配置:独立式;正向压降(Vf):450mV@10mA;直流反向耐压(Vr):100V;整流电流:150mA;
D14,2,,$3N302,二极管,二极管配置:独立式;正向压降(Vf):450mV@10mA;直流反向耐压(Vr):100V;整流电流:150mA;
C7,1,,GND,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
C7,2,,BMS_CHIP_SHUT,电容,容值:100nF;精度:±10%;额定电压:50V;温度系数:X7R;
Q8,1,,$3N299,三极管,数量:1个P沟道;漏源电压(Vdss):30V;连续漏极电流(Id):4.3A;导通电阻(RDS(on)):48mΩ@10V;耗散功率(Pd):-;阈值电压(Vgs(th)):2.5V@250uA;
Q8,2,,$3N255,三极管,数量:1个P沟道;漏源电压(Vdss):30V;连续漏极电流(Id):4.3A;导通电阻(RDS(on)):48mΩ@10V;耗散功率(Pd):-;阈值电压(Vgs(th)):2.5V@250uA;
Q8,3,,$3N304,三极管,数量:1个P沟道;漏源电压(Vdss):30V;连续漏极电流(Id):4.3A;导通电阻(RDS(on)):48mΩ@10V;耗散功率(Pd):-;阈值电压(Vgs(th)):2.5V@250uA;
U11,1,,BMS_OUT+,IC/模块,M3x5.56xL6+1.53
U12,1,,BMS_OUT-,IC/模块,M3x5.56xL6+1.53
R45,1,,DSG,电阻,电阻类型:厚膜电阻;阻值:100Ω;精度:±1%;功率:100mW;最大工作电压:75V;温度系数:±100ppm/℃;
R45,2,,$3N302,电阻,电阻类型:厚膜电阻;阻值:100Ω;精度:±1%;功率:100mW;最大工作电压:75V;温度系数:±100ppm/℃;
CN3,1,,GND,连接器,插针结构:1x2P;间距:2mm;安装方式:弯插;参考系列:PH;总PIN数:2P;排数:1;每排PIN数:2;额定电流:2A;触头材质:黄铜;触头镀层:锡;工作温度:-25℃~+85℃;
CN3,2,,$3N193,连接器,插针结构:1x2P;间距:2mm;安装方式:弯插;参考系列:PH;总PIN数:2P;排数:1;每排PIN数:2;额定电流:2A;触头材质:黄铜;触头镀层:锡;工作温度:-25℃~+85℃;
CN4,1,,$3N189,连接器,插针结构:1x2P;间距:2mm;安装方式:弯插;参考系列:PH;总PIN数:2P;排数:1;每排PIN数:2;额定电流:2A;触头材质:黄铜;触头镀层:锡;工作温度:-25℃~+85℃;
CN4,2,,GND,连接器,插针结构:1x2P;间距:2mm;安装方式:弯插;参考系列:PH;总PIN数:2P;排数:1;每排PIN数:2;额定电流:2A;触头材质:黄铜;触头镀层:锡;工作温度:-25℃~+85℃;
R29,1,,BAT+,电阻,电阻类型:厚膜电阻;阻值:10MΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R29,2,,$3N236,电阻,电阻类型:厚膜电阻;阻值:10MΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
Q3,1,,$3N272,三极管,数量:1个N沟道;漏源电压(Vdss):100V;连续漏极电流(Id):190mA;导通电阻(RDS(on)):6Ω@10V,0.19A;耗散功率(Pd):500mW;阈值电压(Vgs(th)):1.8V;
Q3,2,,BMS_OUT+,三极管,数量:1个N沟道;漏源电压(Vdss):100V;连续漏极电流(Id):190mA;导通电阻(RDS(on)):6Ω@10V,0.19A;耗散功率(Pd):500mW;阈值电压(Vgs(th)):1.8V;
Q3,3,,$3N315,三极管,数量:1个N沟道;漏源电压(Vdss):100V;连续漏极电流(Id):190mA;导通电阻(RDS(on)):6Ω@10V,0.19A;耗散功率(Pd):500mW;阈值电压(Vgs(th)):1.8V;
Q4,1,,$3N285,三极管,漏源电压(Vdss):60V;连续漏极电流(Id):1.6A;导通电阻(RDS(on)@Vgs,Id):200mΩ@10V,1.5A;功率(Pd):1.5W;阈值电压(Vgs(th)@Id):2.6V@250uA;
Q4,2,,$3N239,三极管,漏源电压(Vdss):60V;连续漏极电流(Id):1.6A;导通电阻(RDS(on)@Vgs,Id):200mΩ@10V,1.5A;功率(Pd):1.5W;阈值电压(Vgs(th)@Id):2.6V@250uA;
Q4,3,,$3N281,三极管,漏源电压(Vdss):60V;连续漏极电流(Id):1.6A;导通电阻(RDS(on)@Vgs,Id):200mΩ@10V,1.5A;功率(Pd):1.5W;阈值电压(Vgs(th)@Id):2.6V@250uA;
R40,1,,$3N281,电阻,电阻类型:厚膜电阻;阻值:100Ω;精度:±1%;功率:2W;工作电压:200V;温度系数:±200ppm/℃;
R40,2,,BMS_OUT+,电阻,电阻类型:厚膜电阻;阻值:100Ω;精度:±1%;功率:2W;工作电压:200V;温度系数:±200ppm/℃;
R43,1,,$3N317,电阻,电阻类型:厚膜电阻;阻值:47Ω;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R43,2,,$3N255,电阻,电阻类型:厚膜电阻;阻值:47Ω;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R24,1,,$3N313,电阻,电阻类型:厚膜电阻;阻值:47Ω;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R24,2,,$3N255,电阻,电阻类型:厚膜电阻;阻值:47Ω;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R25,1,,$3N236,电阻,电阻类型:厚膜电阻;阻值:47Ω;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R25,2,,$3N252,电阻,电阻类型:厚膜电阻;阻值:47Ω;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R27,1,,$3N236,电阻,电阻类型:厚膜电阻;阻值:47Ω;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R27,2,,$3N288,电阻,电阻类型:厚膜电阻;阻值:47Ω;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R28,1,,BMS_OUT+,电阻,电阻类型:厚膜电阻;阻值:47Ω;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R28,2,,$3N304,电阻,电阻类型:厚膜电阻;阻值:47Ω;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R26,1,,BMS_OUT+,电阻,电阻类型:厚膜电阻;阻值:10MΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R26,2,,$3N255,电阻,电阻类型:厚膜电阻;阻值:10MΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R41,1,,BMS_OUT+,电阻,电阻类型:厚膜电阻;阻值:10MΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R41,2,,$3N272,电阻,电阻类型:厚膜电阻;阻值:10MΩ;精度:±1%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R36,1,,GND,电阻,电阻类型:厚膜电阻;阻值:0Ω;精度:±1%;功率:100mW;工作电压:75V;温度系数:-;
R36,2,,CELL_1-,电阻,电阻类型:厚膜电阻;阻值:0Ω;精度:±1%;功率:100mW;工作电压:75V;温度系数:-;
U26,1,,BMS_CHIP_ONLINE,IC/模块,插针结构:1x7P;间距:2mm;安装方式:弯插;参考系列:PH;总PIN数:7P;排数:1;每排PIN数:7;行距:-;额定电流:2A;触头材质:黄铜;触头镀层:锡;工作温度:-25℃~+85℃;
U26,2,,BMS_WAKE,IC/模块,插针结构:1x7P;间距:2mm;安装方式:弯插;参考系列:PH;总PIN数:7P;排数:1;每排PIN数:7;行距:-;额定电流:2A;触头材质:黄铜;触头镀层:锡;工作温度:-25℃~+85℃;
U26,3,,MUC_EXTI4_PB4_BMS_INT,IC/模块,插针结构:1x7P;间距:2mm;安装方式:弯插;参考系列:PH;总PIN数:7P;排数:1;每排PIN数:7;行距:-;额定电流:2A;触头材质:黄铜;触头镀层:锡;工作温度:-25℃~+85℃;
U26,4,,MCU_I2C1_SCL_PB6_BMS,IC/模块,插针结构:1x7P;间距:2mm;安装方式:弯插;参考系列:PH;总PIN数:7P;排数:1;每排PIN数:7;行距:-;额定电流:2A;触头材质:黄铜;触头镀层:锡;工作温度:-25℃~+85℃;
U26,5,,MCU_I2C1_SDA_PB7_BMS,IC/模块,插针结构:1x7P;间距:2mm;安装方式:弯插;参考系列:PH;总PIN数:7P;排数:1;每排PIN数:7;行距:-;额定电流:2A;触头材质:黄铜;触头镀层:锡;工作温度:-25℃~+85℃;
U26,6,,BMS_CHIP_SHUT,IC/模块,插针结构:1x7P;间距:2mm;安装方式:弯插;参考系列:PH;总PIN数:7P;排数:1;每排PIN数:7;行距:-;额定电流:2A;触头材质:黄铜;触头镀层:锡;工作温度:-25℃~+85℃;
U26,7,,BAT+,IC/模块,插针结构:1x7P;间距:2mm;安装方式:弯插;参考系列:PH;总PIN数:7P;排数:1;每排PIN数:7;行距:-;额定电流:2A;触头材质:黄铜;触头镀层:锡;工作温度:-25℃~+85℃;
U22,1,,,IC/模块,M3螺丝
U23,1,,,IC/模块,M3螺丝
U24,1,,,IC/模块,M3螺丝
U25,1,,,IC/模块,M3螺丝
R42,1,,GND,电阻,电阻类型:厚膜电阻;阻值:470kΩ;精度:±5%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R42,2,,BMS_CHIP_SHUT,电阻,电阻类型:厚膜电阻;阻值:470kΩ;精度:±5%;功率:100mW;工作电压:75V;温度系数:±100ppm/℃;
R44,1,,$3N320,电阻,电阻类型:厚膜电阻;阻值:100Ω;精度:±1%;功率:125mW;工作电压:150V;温度系数:±100ppm/℃;
R44,2,,MCU_I2C1_SCL_PB6_BMS,电阻,电阻类型:厚膜电阻;阻值:100Ω;精度:±1%;功率:125mW;工作电压:150V;温度系数:±100ppm/℃;
R48,1,,$3N323,电阻,电阻类型:厚膜电阻;阻值:100Ω;精度:±1%;功率:125mW;工作电压:150V;温度系数:±100ppm/℃;
R48,2,,MCU_I2C1_SDA_PB7_BMS,电阻,电阻类型:厚膜电阻;阻值:100Ω;精度:±1%;功率:125mW;工作电压:150V;温度系数:±100ppm/℃;
Q6,1,,$3N252,三极管,数量:1个N沟道;漏源电压(Vdss):100V;连续漏极电流(Id):45A;导通电阻(RDS(on)):14mΩ@10V;耗散功率(Pd):52W;阈值电压(Vgs(th)):1.6V@250uA;
Q6,2,,$3N239,三极管,数量:1个N沟道;漏源电压(Vdss):100V;连续漏极电流(Id):45A;导通电阻(RDS(on)):14mΩ@10V;耗散功率(Pd):52W;阈值电压(Vgs(th)):1.6V@250uA;
Q6,3,,BAT+,三极管,数量:1个N沟道;漏源电压(Vdss):100V;连续漏极电流(Id):45A;导通电阻(RDS(on)):14mΩ@10V;耗散功率(Pd):52W;阈值电压(Vgs(th)):1.6V@250uA;
Q5,1,,$3N288,三极管,数量:1个N沟道;漏源电压(Vdss):100V;连续漏极电流(Id):45A;导通电阻(RDS(on)):14mΩ@10V;耗散功率(Pd):52W;阈值电压(Vgs(th)):1.6V@250uA;
Q5,2,,$3N239,三极管,数量:1个N沟道;漏源电压(Vdss):100V;连续漏极电流(Id):45A;导通电阻(RDS(on)):14mΩ@10V;耗散功率(Pd):52W;阈值电压(Vgs(th)):1.6V@250uA;
Q5,3,,BAT+,三极管,数量:1个N沟道;漏源电压(Vdss):100V;连续漏极电流(Id):45A;导通电阻(RDS(on)):14mΩ@10V;耗散功率(Pd):52W;阈值电压(Vgs(th)):1.6V@250uA;
Q1,1,,$3N317,三极管,数量:1个N沟道;漏源电压(Vdss):100V;连续漏极电流(Id):45A;导通电阻(RDS(on)):14mΩ@10V;耗散功率(Pd):52W;阈值电压(Vgs(th)):1.6V@250uA;
Q1,2,,$3N239,三极管,数量:1个N沟道;漏源电压(Vdss):100V;连续漏极电流(Id):45A;导通电阻(RDS(on)):14mΩ@10V;耗散功率(Pd):52W;阈值电压(Vgs(th)):1.6V@250uA;
Q1,3,,BMS_OUT+,三极管,数量:1个N沟道;漏源电压(Vdss):100V;连续漏极电流(Id):45A;导通电阻(RDS(on)):14mΩ@10V;耗散功率(Pd):52W;阈值电压(Vgs(th)):1.6V@250uA;
Q2,1,,$3N313,三极管,数量:1个N沟道;漏源电压(Vdss):100V;连续漏极电流(Id):45A;导通电阻(RDS(on)):14mΩ@10V;耗散功率(Pd):52W;阈值电压(Vgs(th)):1.6V@250uA;
Q2,2,,$3N239,三极管,数量:1个N沟道;漏源电压(Vdss):100V;连续漏极电流(Id):45A;导通电阻(RDS(on)):14mΩ@10V;耗散功率(Pd):52W;阈值电压(Vgs(th)):1.6V@250uA;
Q2,3,,BMS_OUT+,三极管,数量:1个N沟道;漏源电压(Vdss):100V;连续漏极电流(Id):45A;导通电阻(RDS(on)):14mΩ@10V;耗散功率(Pd):52W;阈值电压(Vgs(th)):1.6V@250uA;